trackingUrn,repostedJob,title,$recipeTypes,posterId,$type,contentSource,entityUrn
urn:li:jobPosting:4109640189,false,Enjeksiyon operatörü,[com.linkedin.deco.recipe.anonymous.Anon1578943416],178236455,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM,urn:li:fsd_jobPosting:4109640189
urn:li:jobPosting:4094432631,false,Medical Aesthetician,[com.linkedin.deco.recipe.anonymous.Anon1578943416],418760137,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM,urn:li:fsd_jobPosting:4094432631
urn:li:jobPosting:4110841626,false,Data Analytics Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110841626
urn:li:jobPosting:4110883380,false,Cyber Security Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110883380
urn:li:jobPosting:4102475987,true,Sr Manager Privacy,[com.linkedin.deco.recipe.anonymous.Anon1578943416],238087500,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4102475987
urn:li:jobPosting:4110875651,false,Chief/Senior Legal advisor - Ref No DZI1115,[com.linkedin.deco.recipe.anonymous.Anon1578943416],228599292,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110875651
urn:li:jobPosting:4110242136,false,Cyber Security Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110242136
urn:li:jobPosting:4110888043,false,Cyber Security Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110888043
urn:li:jobPosting:4109986156,false,Directeur industriel Bois/KIT (ce poste est basé au Maroc),[com.linkedin.deco.recipe.anonymous.Anon1578943416],287543148,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4109986156
urn:li:jobPosting:4110486059,false,Data Science Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110486059
urn:li:jobPosting:4110262750,false,Retention Manager,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110262750
urn:li:jobPosting:4110283415,false,Lifecycle Marketing Manager,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110283415
urn:li:jobPosting:4110446404,false,Senior UI/UX Designer - SaaS & Product Design,[com.linkedin.deco.recipe.anonymous.Anon1578943416],35743513,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110446404
urn:li:jobPosting:4106905849,true,Senior Python Developer/Data Engineer,[com.linkedin.deco.recipe.anonymous.Anon1578943416],621918027,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4106905849
urn:li:jobPosting:4110854564,false,AI & Data Science Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110854564
urn:li:jobPosting:4110472713,false,Data Analytics Intern,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110472713
urn:li:jobPosting:4110442500,false,Data Analytics Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110442500
urn:li:jobPosting:4110865650,false,AI & Data Scientist Study & Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110865650
urn:li:jobPosting:4110437151,false,Digital Marketing Training & Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110437151
urn:li:jobPosting:4110236443,false,Cyber Security Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110236443
urn:li:jobPosting:4110435898,false,AI & Data Scientist Study & Internship,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110435898
urn:li:jobPosting:4110457327,false,Strategic Account Manager,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110457327
urn:li:jobPosting:4110890054,false,Cyber Security Training & Intern,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110890054
urn:li:jobPosting:4110066319,false,Construction Project Manager,[com.linkedin.deco.recipe.anonymous.Anon1578943416],430643784,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM,urn:li:fsd_jobPosting:4110066319
urn:li:jobPosting:4110054239,false,UKG Technical Architect,[com.linkedin.deco.recipe.anonymous.Anon1578943416],926662265,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110054239
urn:li:jobPosting:4109699657,false,Senior SAP GTS Consultant,[com.linkedin.deco.recipe.anonymous.Anon1578943416],504303771,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4109699657
urn:li:jobPosting:4110456362,false,Administrative & HR Coordinator,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110456362
urn:li:jobPosting:4110457330,false,Техник механик мебелно производство,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110457330
urn:li:jobPosting:4110456360,false,Senior SAP FI/CO Consultant,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110456360
urn:li:jobPosting:4110457332,false,Hotel Manager,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110457332
urn:li:jobPosting:4110456363,false,Dynamics 365 Finance Consultant,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110456363
urn:li:jobPosting:4110454763,false,Dynamics 365 F&O Supply Chain Consultant,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110454763
urn:li:jobPosting:4110841673,false,Data Science Intern,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110841673
urn:li:jobPosting:4110451899,false,Продавач - консултант,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110451899
urn:li:jobPosting:4110452927,false,Business Development Representative,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110452927
urn:li:jobPosting:4110439310,false,Data Analytics Intern,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110439310
urn:li:jobPosting:4110455408,false,Senior Dynamics 365 F&O Supply Chain Consultant,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110455408
urn:li:jobPosting:4110458133,false,Senior Dynamics 365 Finance Consultant,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110458133
urn:li:jobPosting:4110458137,false,Senior Business Analyst (ETRM),[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110458137
urn:li:jobPosting:4110458136,false,Senior UI/UX Designer,[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110458136
urn:li:jobPosting:4110456358,false,Strategy Manager (Key Accounts),[com.linkedin.deco.recipe.anonymous.Anon1578943416],null,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_CREATE,urn:li:fsd_jobPosting:4110456358
urn:li:jobPosting:4110442509,false,Data Analytics Intern,[com.linkedin.deco.recipe.anonymous.Anon1578943416],1110496096,com.linkedin.voyager.dash.jobs.JobPosting,JOBS_PREMIUM_OFFLINE,urn:li:fsd_jobPosting:4110442509
